中文名,英文名,标准学名,科,属,资源状态,价值等级,价值外显命名,鱼单价/kg,期望单鱼价格,最大记录重量(kg),期望重量(kg),重量段,最大记录体长(cm),常见体长(cm),重量参数a,重量参数b,栖息带类型,深度下限(m),深度上限(m),资料水温下限(°C),资料水温上限(°C),最喜欢的温度(°C),食性（源表候选）,时段偏好,天气偏好,候选水温带,地域分布,性格,现实单价参考(元/kg),俄4映射鱼种,俄4映射类型,环境类型,迁徙类型,摄食类型,营养级,资料库体型,资料库捕获方式,体长口径,AI审核状态,匹配依据,源记录ID,飞书来源,快照日期,源表版本,Notion资料页
湘华鲮,Decoris Labeo,Sinilabeo Decorus Tungting,Cyprinidae,Sinilabeo,,2,常见,1251.8,3580.192883,6,1.5,T4,70,40,0.0218,3.2176,,,,17,27,22,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,躲藏,30,黑白鲑,近似种类比,,,,,,,,待人工审核,新增鱼种整合：台钓xlsx策划清单第43行；未取得FishBase唯一匹配，保留来源字段；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIOd57,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIOd57,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236815d850bc7754ef02b05
湄公鲶,Mekong Giant Catfish,Pangasianodon Gigas,Pangasiidae,Pangasianodon,,2,常见,838.4,95914.16244,350,60,T13,300,150,0.04,2.8,benthopelagic,,,20,32,26,"[""植食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,暖水,亚洲,孤僻,30,鼠鲨,近似种类比,"[""淡水""]",potamodromous,other,2.3,elongated,,TL,待人工审核,新增鱼种整合：台钓xlsx策划清单第85行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcID5fB,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcID5fB,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368180839ec36e5e865f6c
欧洲巨鲶,Wels Catfish,Silurus Glanis,Siluridae,Silurus,,2,常见,1252.2,71626.73796,130,25,T12,273,130,0.008,2.91,benthopelagic,0,30,4,20,12,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,冷水,欧亚大陆,孤僻,30,鳄雀鳝,近似种类比,"[""淡水"",""半咸水""]",non-migratory,hunting macrofauna (predator),4.36,elongated,seines,TL,待人工审核,新增鱼种整合：台钓xlsx策划清单第83行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcI44ye,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcI44ye,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236818db129fc83b0438582
杂交鲟,Hybrid Sturgeon,Acipenser Schrenckii X Huso Dauricus,Acipenseridae,Acipenser,,2,常见,946.7,46415.93047,100,15,T12,200,100,0.0028,3.1701,,,,10,20,15,,晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,亚洲,孤僻,30,拉多加鲟,近似种类比,,,,,,,,待人工审核,新增鱼种整合：台钓xlsx策划清单第78行；未取得FishBase唯一匹配，保留来源字段；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIVZWx,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIVZWx,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681a389c4fe0cd1742bd3
柳根鱼,Amur Minnow,Rhynchocypris Lagowskii,Leuciscidae,Rhynchocypris,,2,常见,1168.5,38.06234779,0.025,0.05,T1,24,12,0.00613,3.19,benthopelagic,,,16,20,18,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,躲藏,30,黑尾叉牙七鳃鳗,近似种类比,"[""淡水""]",,,,fusiform / normal,,TL,待人工审核,新增鱼种整合：台钓xlsx策划清单第5行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIMyMX,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIMyMX,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681ae9a41c36904b27782
泰鲮,Rohu,Labeo Rohita,Cyprinidae,Labeo,,2,常见,1051.8,21487.0408,45,2,T10,200,45,0.00732,3.149,benthopelagic,5,,20,32,26,"[""植食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,温和,30,镜鲤(白化),近似种类比,"[""淡水"",""半咸水""]",potamodromous,grazing on aquatic plants,2.19,fusiform / normal,,TL,待人工审核,新增鱼种整合：台钓xlsx策划清单第46行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcItDBI,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcItDBI,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681bf8203f288ac2a54c2
淡水石斑,Jaguar Cichlid,Parachromis Managuensis,Cichlidae,Parachromis,,2,常见,1158.9,757.6036004,1.58,0.5,T2,55,25,0.0219,2.9195,benthopelagic,3,10,25,36,30.5,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,暖水,中美洲,好斗,30,银鲷鱼,近似种类比,"[""淡水""]",,hunting macrofauna (predator),3.96,fusiform / normal,,TL,待人工审核,新增鱼种整合：台钓xlsx美术清单第5行；台钓xlsx策划清单第18行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIXBRa,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIXBRa,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681c690e1f86b2f6b62e6
江黄颡,Darkbarbel Catfish,Tachysurus Vachellii,Bagridae,Tachysurus,,2,常见,1016.1,1245.4639,2.5,0.5,T3,42.3,21,0.0069,3.078,demersal,,,17,27,22,,全天活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,孤僻,30,红鳍鱼,近似种类比,"[""淡水""]",,,,elongated,,TL,待人工审核,新增鱼种整合：台钓xlsx策划清单第25行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIOZP9,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIOZP9,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681df8e82c2da2bfd82f7
笋壳鱼,Marble Goby,Oxyeleotris Marmorata,Butidae,Oxyeleotris,,2,常见,789.8,1128.793575,3,0.8,T3,65,30,0.0049,3.28,demersal,10,,22,28,25,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,暖水,亚洲,好斗,30,金眼狼鲈,近似种类比,"[""淡水"",""半咸水""]",potamodromous,hunting macrofauna (predator),3.9,fusiform / normal,,SL,待人工审核,新增鱼种整合：台钓xlsx策划清单第29行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIvxdV,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIvxdV,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681e4a6d9feeac9895a48
暹罗巨鲤,Giant Barb,Catlocarpio Siamensis,Cyprinidae,Catlocarpio,,2,常见,838.4,95914.16244,300,20,T13,300,90,0.0393,3,benthopelagic,,,20,32,26,"[""杂食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,撕鳍,30,鼠鲨,近似种类比,"[""淡水""]",potamodromous,variable,2.92,fusiform / normal,,TL,待人工审核,新增鱼种整合：台钓xlsx策划清单第82行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIWisp,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIWisp,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681e69a96e09e1ea7b9a8
大青鲨,Paroon Shark,Pangasius Sanitwongsei,Pangasiidae,Pangasius,,2,常见,838.4,95914.16244,300,4,T13,300,50,0.0251,3,benthopelagic,,,20,32,26,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,暖水,亚洲,追猎,30,鼠鲨,近似种类比,"[""淡水""]",potamodromous,hunting macrofauna (predator),3.99,elongated,,SL,待人工审核,新增鱼种整合：台钓xlsx策划清单第66行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIeP9O,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIeP9O,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681109c48d7705eef24f3
宽鳍𫚭,Pale Chub,Zacco Platypus,Xenocyprididae,Zacco,,2,常见,968.5,151.0299759,0.388,0.08,T1,22.5,13,0.0048,3.24,benthopelagic,,,10,22,16,"[""杂食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,撕鳍,30,青蛙,近似种类比,"[""淡水""]",,variable,3.05,fusiform / normal,,TL,待人工审核,新增鱼种整合：台钓xlsx美术清单第18行；台钓xlsx策划清单第7行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIkbkA,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIkbkA,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236812db59ef07e54db0fcf
圆吻鲴,Distoechodon Tumirostris,Distoechodon Tumirostris,Xenocyprididae,Distoechodon,,2,常见,1004.4,532.6915689,1.2,0.3,T2,26.1,10.3,0.0256,2.849,benthopelagic,10,20,17,27,22,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,躲藏,30,太阳鱼,近似种类比,"[""淡水""]",,,,fusiform / normal,,SL,待人工审核,新增鱼种整合：台钓xlsx美术清单第3行；台钓xlsx策划清单第15行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIYYRG,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIYYRG,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368156b519f5934797ffd5
圆腹雅罗鱼,Ide,Leuciscus Idus,Leuciscidae,Leuciscus,,2,常见,601.4,1965.743501,4,1,T4,85,30,0.0176,3.0662,benthopelagic,15,,4,20,12,"[""杂食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,冷水,欧亚大陆,撕鳍,30,圆腹雅罗鱼,同物种,"[""淡水"",""半咸水""]",potamodromous,variable,3.79,fusiform / normal,,SL,待人工审核,新增鱼种整合：玩法提单-鱼第30行；台钓xlsx策划清单第13行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIciHF,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIciHF,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368157b0fffc59173e1b62
团头鲂,Wuchang Bream,Megalobrama Amblycephala,Xenocyprididae,Megalobrama,,2,常见,1016.1,1245.4639,2.5,0.6,T3,200,30,0.0066,3.203,benthopelagic,5,20,10,20,15,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,躲藏,30,红鳍鱼,近似种类比,"[""淡水""]",,,,fusiform / normal,,TL,待人工审核,新增鱼种整合：台钓xlsx美术清单第7行；台钓xlsx策划清单第26行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIHywe,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIHywe,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236815882ecfd876a69c2f0
土鲶,Amur Catfish,Silurus Asotus,Siluridae,Silurus,,2,常见,1126.7,15651.66879,30,2,T8,130,37,0.0054,3.01,demersal,,,5,25,15,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,广温,亚洲,孤僻,30,花狼鱼,近似种类比,"[""淡水""]",,hunting macrofauna (predator),4.43,elongated,,TL,待人工审核,新增鱼种整合：台钓xlsx策划清单第57行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIn0wK,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIn0wK,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681759b53d9381cc8b16f
工程鲫,Hybrid Crucian Carp,Carassius Auratus (triploid),Cyprinidae,Carassius,,1,普通,272.5,423.0788471,3.5,0.8,T3,50,25,0.01049,3.14,,0,20,0,41,20.5,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,活泼,19.8,银鲫,近似种类比,,,,,,,,待人工审核,新增鱼种整合：台钓xlsx策划清单第30行；未取得FishBase唯一匹配，保留来源字段；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIw0FK,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIw0FK,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236818cbdafe4e636aa8a59
广东鲂,Guangdong Bream,Megalobrama Terminalis,Xenocyprididae,Megalobrama,,2,常见,1004.4,2462.245725,4,0.8,T4,63.5,20,0.005,3.245,benthopelagic,,,10,24,17,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,躲藏,30,斑点雀鳝,近似种类比,"[""淡水""]",,,,fusiform / normal,,TL,待人工审核,新增鱼种整合：台钓xlsx策划清单第31行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcI7lOw,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcI7lOw,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681a280aecc21d950aa43
大口鲶,Chinese Largemouth Catfish,Silurus Meridionalis,Siluridae,Silurus,,2,常见,1191.8,5843.298398,10.8,8,T5,114.2,90,0.0096,2.96,demersal,,,17,27,22,,夜间活跃,阴天、小雨或低光照；以天气稳定为先,温水,亚洲,孤僻,30,大口黑鲈,近似种类比,"[""淡水""]",,,,elongated,,SL,待人工审核,新增鱼种整合：台钓xlsx美术清单第32行；台钓xlsx策划清单第72行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIlC4j,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIlC4j,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681b68198c88c8b541ae9
宝石鲈,Jade Perch,Scortum Barcoo,Terapontidae,Scortum,,2,常见,789.8,1128.793575,3,0.8,T3,35,25,0.0093,3.233,benthopelagic,,,10,30,20,,全天活跃,晴间多云、微风；以天气稳定为先,广温,Oceania: Endemic to Australia.,躲藏,30,金眼狼鲈,近似种类比,"[""淡水""]",,,,fusiform / normal,,SL,待人工审核,新增鱼种整合：台钓xlsx策划清单第28行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIZ7Ch,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIZ7Ch,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681b8a432e3c77c25c527
大鳞鲃,Bulatmai Barbel,Luciobarbus Capito,Cyprinidae,Luciobarbus,,2,常见,1168.8,8595.796905,15,1.8,T7,105,65,0.02174,3,benthopelagic,,,11,19,15,"[""杂食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,欧亚大陆,躲藏,30,小体鲟,近似种类比,"[""淡水"",""半咸水""]",,,,elongated,,TL,待人工审核,新增鱼种整合：台钓xlsx美术清单第12行；台钓xlsx策划清单第45行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIw1iu,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIw1iu,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681d3a33cc2ab053ae2b3
大鳍𫚪,Largefin Bitterling,Acheilognathus Macropterus,Acheilognathidae,Acheilognathus,,2,常见,1168.5,95.49365029,0.12,0.04,T1,27.5,8,0.0228,3.07,benthopelagic,,,15,25,20,,全天活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,躲藏,30,湖大吻鱥,近似种类比,"[""淡水"",""半咸水""]",,,,fusiform / normal,,SL,待人工审核,新增鱼种整合：台钓xlsx策划清单第4行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIOtJO,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIOtJO,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681dabff2fddfabc008cd
唇䱻,Hemibarbus Labeo,Hemibarbus Labeo,Gobionidae,Hemibarbus,,2,常见,789.8,1128.793575,3,1,T3,67,33,0.0076,3,benthopelagic,5,20,11,19,15,,全天活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,活泼,30,金眼狼鲈,近似种类比,"[""淡水""]",potamodromous,,,fusiform / normal,,TL,待人工审核,新增鱼种整合：台钓xlsx策划清单第38行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIoRCW,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIoRCW,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681e58223c732193a7480
巨型巴沙,Basa Fish,Pangasius Bocourti,Pangasiidae,Pangasius,,2,常见,876.5,15757.16326,40,8,T9,120,80,0.0146,2.987,benthopelagic,,,20,32,26,"[""杂食性""]",全天活跃,晴间多云、微风；以天气稳定为先,暖水,亚洲,孤僻,30,廓里湖红点鲑,近似种类比,"[""淡水""]",potamodromous,,3.18,fusiform / normal,,SL,待人工审核,新增鱼种整合：台钓xlsx美术清单第14行；台钓xlsx策划清单第71行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcItRD3,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcItRD3,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681ed9c42e19d2859b25e
巴西鲷,Streaked Prochilod,Prochilodus Lineatus,Prochilodontidae,Prochilodus,,2,常见,613.5,2205.818194,7.2,0.6,T5,80,46.2,0.008,3.05,benthopelagic,5,,17,27,22,"[""植食性""]",全天活跃,晴间多云、微风；以天气稳定为先,温水,南美洲,温和,30,东方欧鳊,近似种类比,"[""淡水""]",potamodromous,grazing on aquatic plants,2.18,fusiform / normal,,TL,待人工审核,新增鱼种整合：台钓xlsx策划清单第27行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIZjdG,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIZjdG,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681f9a0dfe4870b735a0c
准白甲鱼,Onychostoma Simum,"Onychostoma simum (Sauvage & Dabry de Thiersant, 1874)",Cyprinidae,Onychostoma,,2,常见,789.8,1128.793575,3.5,0.8,T3,41.5,24,0.01,3.18,,,,17,27,22,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,躲藏,30,Onychostoma simum,近似种类比,,,,2.6,,traps,,待人工审核,FishBase Onychostoma simum (ID 54868); 准白甲鱼 中文俗名精确匹配; 淡水底栖亚热带,recvq6YNcIrLRm,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIrLRm,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368102bf70ce76183336dc
白条鱼,Sharpbelly,Hemiculter Leucisculus,Xenocyprididae,Hemiculter,,2,常见,1168.5,95.49365029,0.232,0.05,T1,29,16.9,0.0055,3.06,benthopelagic,0,10,18,22,20,"[""杂食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,躲藏,30,湖大吻鱥,近似种类比,"[""淡水"",""半咸水""]",,variable,2.75,fusiform / normal,,TL,待人工审核,新增鱼种整合：台钓xlsx美术清单第37行；台钓xlsx策划清单第6行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIs3Nd,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIs3Nd,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368108aaa8e9b524965869
金眼鱼,Goldeye,Hiodon Alosoides,Hiodontidae,Hiodon,,2,常见,1227.4,1203.56357,1.72,0.7,T2,52,31,0.0161,2.844,pelagic,,,11,19,15,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,温水,北美洲,活泼,30,拉多加白鲑,近似种类比,"[""淡水""]",potamodromous,,3.19,fusiform / normal,,FL,待人工审核,新增鱼种整合：美术资源总表152-173第164行；鱼类需求第23行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcI6UhU,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcI6UhU,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368113aa7cec4243987cb4
俄罗斯鲟,Russian Sturgeon,Acipenser Gueldenstaedtii,Acipenseridae,Acipenser,,1,普通,593.3,24240.84676,115,20,T12,236,145,0.0039,3.0559,demersal,2,100,10,20,15,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,欧亚大陆,孤僻,30,俄罗斯鲟,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),3.32,elongated,,TL,待人工审核,新增鱼种整合：台钓xlsx美术清单第17行；台钓xlsx策划清单第81行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIwdwg,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIwdwg,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236812d9b7df1c6c1c1c33c
印度鲮,Mrigal Carp,Cirrhinus Mrigala,Cyprinidae,Cirrhinus,,2,常见,876.1,5369.308741,12.7,1,T6,99,35,0.0149,2.921,demersal,,,20,32,26,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,躲藏,30,花羔红点斑鲑,近似种类比,"[""淡水""]",,,,elongated,,TL,待人工审核,新增鱼种整合：台钓xlsx美术清单第24行；台钓xlsx策划清单第37行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIULip,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIULip,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681428fcee0b6e24a0f02
哲罗鲑,Siberian Taimen,Hucho Taimen,Salmonidae,Hucho,,1,普通,269.5,11011.13804,105,12,T12,200,100,0.002,3.3449,benthopelagic,,,11,19,15,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,欧亚大陆,追猎,150,哲罗鱼,同物种,"[""淡水"",""半咸水""]",potamodromous,hunting macrofauna (predator),4.46,fusiform / normal,,SL,待人工审核,新增鱼种整合：台钓xlsx美术清单第15行；台钓xlsx策划清单第73行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcINYhI,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcINYhI,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368152a1eaf5b7d640a8e8
